Unnamed: 0	SLL10_LV	SLL10_RAA	SLL13_LV	SLL13_RAA	SLL18_LV	SLL18_RAA	SLL18_RV	SLL20_LV
ENSG00000229891	1.0	16.0	9.0	5.0	3.0	26.0	5.0	0.0
ENSG00000229892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229893	0.0	3.0	0.0	0.0	1.0	6.0	0.0	0.0
ENSG00000229894	6.0	0.0	0.0	1.0	2.0	0.0	6.0	5.0
ENSG00000229896	4.0	209.0	0.0	8.0	4.0	173.0	1.0	0.0
ENSG00000229897	8.0	0.0	13.0	1.0	15.0	7.0	2.0	17.0
ENSG00000229900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229901	12.0	0.0	2.0	0.0	1.0	4.0	0.0	5.0
ENSG00000229905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229911	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000229912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229913	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0
ENSG00000229914	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229917	6.0	1.0	12.0	1.0	21.0	1.0	8.0	9.0
ENSG00000229918	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000229919	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229920	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0
ENSG00000229921	17.0	2.0	14.0	1.0	5.0	6.0	0.0	0.0
ENSG00000229922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229924	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000229927	11.0	0.0	2.0	0.0	6.0	0.0	4.0	5.0
ENSG00000229928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229930	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000229931	12.0	21.0	39.0	1.0	59.0	48.0	21.0	59.0
ENSG00000229932	271.0	112.0	265.0	128.0	377.0	285.0	248.0	358.0
ENSG00000229937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229939	80.0	33.0	23.0	33.0	30.0	33.0	30.0	20.0
ENSG00000229941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229944	512.0	123.0	433.0	235.0	555.0	326.0	302.0	519.0
ENSG00000229948	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0
ENSG00000229950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229951	5.0	0.0	4.0	3.0	4.0	12.0	2.0	2.0
ENSG00000229953	0.0	0.0	1.0	0.0	1.0	0.0	3.0	5.0
ENSG00000229954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229955	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0
ENSG00000229956	64.0	22.0	16.0	10.0	42.0	34.0	13.0	19.0
ENSG00000229957	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229962	3.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
ENSG00000229964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229965	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229970	0.0	7.0	0.0	1.0	0.0	17.0	4.0	8.0
ENSG00000229972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229976	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
ENSG00000229977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229980	35.0	60.0	32.0	20.0	37.0	69.0	17.0	31.0
ENSG00000229981	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000229990	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSG00000229991	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0
ENSG00000229992	0.0	0.0	0.0	4.0	0.0	4.0	4.0	0.0
ENSG00000229994	42.0	90.0	34.0	32.0	27.0	84.0	48.0	31.0
ENSG00000229996	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ENSG00000229999	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0
ENSG00000230001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230002	10.0	6.0	2.0	0.0	1.0	4.0	8.0	3.0
ENSG00000230005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230006	0.0	0.0	4.0	2.0	5.0	49.0	3.0	4.0
ENSG00000230010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230011	15.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0
ENSG00000230013	0.0	1.0	1.0	0.0	1.0	0.0	2.0	1.0
ENSG00000230018	0.0	0.0	5.0	0.0	4.0	6.0	4.0	0.0
ENSG00000230021	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0
ENSG00000230022	17.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0
ENSG00000230023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230024	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0
ENSG00000230025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230026	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0
ENSG00000230027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230033	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000230035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230037	7.0	6.0	13.0	7.0	4.0	5.0	5.0	13.0
ENSG00000230039	20.0	5.0	27.0	14.0	15.0	4.0	14.0	49.0
ENSG00000230040	0.0	2.0	1.0	4.0	0.0	10.0	5.0	5.0
ENSG00000230042	41.0	3.0	82.0	11.0	61.0	15.0	49.0	63.0
ENSG00000230046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230058	0.0	2.0	0.0	6.0	0.0	0.0	0.0	1.0
ENSG00000230061	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ENSG00000230062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230067	8.0	8.0	2.0	1.0	5.0	0.0	11.0	10.0
ENSG00000230068	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230069	90.0	21.0	21.0	3.0	15.0	13.0	35.0	30.0
ENSG00000230071	4.0	0.0	1.0	4.0	0.0	0.0	5.0	0.0
ENSG00000230074	86.0	26.0	38.0	34.0	56.0	96.0	46.0	32.0
ENSG00000230076	87.0	1686.0	1.0	62.0	9.0	263.0	27.0	5.0
ENSG00000230077	6.0	0.0	11.0	6.0	34.0	4.0	3.0	8.0
ENSG00000230079	0.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0
ENSG00000230080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSG00000230081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230082	52.0	14.0	22.0	42.0	31.0	78.0	8.0	21.0
ENSG00000230084	83.0	36.0	100.0	81.0	51.0	59.0	28.0	98.0
ENSG00000230090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230091	51.0	15.0	12.0	18.0	13.0	32.0	16.0	23.0
ENSG00000230092	0.0	14.0	2.0	1.0	4.0	6.0	3.0	0.0
ENSG00000230097	0.0	1.0	1.0	0.0	1.0	5.0	2.0	1.0
ENSG00000230098	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230099	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0
ENSG00000230101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230102	42.0	32.0	42.0	10.0	23.0	7.0	14.0	23.0
ENSG00000230104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230105	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
ENSG00000230107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230109	0.0	0.0	4.0	0.0	0.0	7.0	0.0	0.0
ENSG00000230112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
ENSG00000230116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230124	978.0	363.0	848.0	469.0	766.0	755.0	471.0	771.0
ENSG00000230125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230126	0.0	0.0	0.0	3.0	3.0	1.0	3.0	9.0
ENSG00000230131	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230138	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
ENSG00000230140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230146	26.0	9.0	7.0	13.0	15.0	7.0	13.0	2.0
ENSG00000230147	0.0	3.0	2.0	2.0	5.0	5.0	2.0	1.0
ENSG00000230148	11.0	11.0	4.0	10.0	17.0	27.0	7.0	6.0
ENSG00000230149	0.0	0.0	1.0	0.0	3.0	0.0	0.0	1.0
ENSG00000230154	16.0	15.0	9.0	26.0	6.0	49.0	12.0	20.0
ENSG00000230155	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230160	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0
ENSG00000230162	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
ENSG00000230163	35.0	4.0	11.0	12.0	25.0	20.0	18.0	19.0
ENSG00000230164	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
ENSG00000230166	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230170	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
ENSG00000230171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230177	19.0	3.0	11.0	3.0	8.0	10.0	6.0	8.0
ENSG00000230180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230183	9.0	3.0	16.0	2.0	7.0	6.0	16.0	15.0
ENSG00000230184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230185	6.0	5.0	2.0	3.0	1.0	5.0	13.0	4.0
ENSG00000230188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230189	6.0	1.0	6.0	2.0	8.0	10.0	12.0	6.0
ENSG00000230190	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230191	0.0	0.0	7.0	4.0	0.0	0.0	0.0	1.0
ENSG00000230194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230197	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
ENSG00000230199	0.0	1.0	1.0	0.0	0.0	4.0	4.0	0.0
ENSG00000230201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ENSG00000230202	5986.0	15551.0	5512.0	2612.0	5295.0	9020.0	1851.0	4651.0
ENSG00000230204	4.0	0.0	0.0	7.0	1.0	8.0	2.0	0.0
ENSG00000230205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230207	137.0	87.0	70.0	44.0	96.0	155.0	92.0	74.0
ENSG00000230212	12.0	2.0	2.0	0.0	4.0	0.0	2.0	3.0
ENSG00000230213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230216	28.0	60.0	9.0	140.0	43.0	168.0	37.0	42.0
ENSG00000230219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230221	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
ENSG00000230223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230224	0.0	2.0	0.0	6.0	6.0	5.0	4.0	10.0
ENSG00000230225	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
ENSG00000230226	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0
ENSG00000230228	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000230229	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
ENSG00000230231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230251	8.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSG00000230252	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000230257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230262	3.0	31.0	1.0	13.0	3.0	13.0	0.0	9.0
ENSG00000230266	0.0	9.0	0.0	3.0	0.0	13.0	0.0	0.0
ENSG00000230267	0.0	0.0	0.0	0.0	33.0	21.0	18.0	4.0
ENSG00000230268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230269	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
ENSG00000230273	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
ENSG00000230274	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0
ENSG00000230280	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ENSG00000230285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230286	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000230287	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ENSG00000230289	0.0	0.0	0.0	3.0	4.0	0.0	2.0	1.0
ENSG00000230290	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000230291	88.0	605.0	88.0	227.0	108.0	546.0	49.0	83.0
ENSG00000230292	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230294	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
ENSG00000230295	4.0	4.0	2.0	0.0	1.0	3.0	8.0	3.0
ENSG00000230299	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000230300	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0
ENSG00000230303	4.0	2.0	2.0	1.0	7.0	4.0	6.0	3.0
ENSG00000230304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230305	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230306	0.0	2.0	9.0	0.0	0.0	3.0	2.0	4.0
ENSG00000230310	2.0	4.0	5.0	7.0	1.0	5.0	1.0	3.0
ENSG00000230311	334.0	344.0	276.0	175.0	419.0	476.0	208.0	309.0
ENSG00000230312	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
ENSG00000230314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230316	0.0	1.0	1.0	0.0	6.0	0.0	3.0	5.0
ENSG00000230317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230319	1.0	0.0	1.0	3.0	9.0	5.0	12.0	3.0
ENSG00000230320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230322	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
ENSG00000230323	10.0	43.0	0.0	12.0	4.0	36.0	3.0	0.0
ENSG00000230324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230325	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ENSG00000230326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230330	393.0	228.0	526.0	237.0	460.0	463.0	259.0	531.0
ENSG00000230333	13.0	4.0	9.0	12.0	5.0	62.0	6.0	1.0
ENSG00000230337	0.0	0.0	6.0	2.0	0.0	5.0	0.0	1.0
ENSG00000230339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSG00000230358	5.0	1.0	8.0	0.0	2.0	3.0	7.0	3.0
ENSG00000230359	0.0	8.0	17.0	7.0	25.0	3.0	14.0	26.0
ENSG00000230360	4.0	1.0	1.0	0.0	5.0	1.0	0.0	1.0
ENSG00000230362	29.0	0.0	8.0	5.0	2.0	0.0	6.0	11.0
ENSG00000230364	10.0	15.0	14.0	5.0	23.0	11.0	6.0	12.0
ENSG00000230366	0.0	0.0	0.0	2.0	0.0	1.0	1.0	3.0
ENSG00000230368	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230371	12.0	1.0	0.0	10.0	3.0	17.0	6.0	2.0
ENSG00000230373	0.0	0.0	7.0	0.0	36.0	28.0	26.0	3.0
ENSG00000230381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230383	230.0	68.0	137.0	34.0	111.0	109.0	89.0	170.0
ENSG00000230384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230390	3.0	0.0	1.0	0.0	1.0	0.0	5.0	4.0
ENSG00000230392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230393	5.0	11.0	12.0	14.0	14.0	33.0	1.0	5.0
ENSG00000230394	4.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0
ENSG00000230395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230397	14.0	6.0	26.0	2.0	28.0	3.0	8.0	14.0
ENSG00000230399	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ENSG00000230400	0.0	0.0	0.0	5.0	0.0	4.0	1.0	15.0
ENSG00000230402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230404	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0
ENSG00000230406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230409	428.0	162.0	531.0	267.0	561.0	397.0	460.0	534.0
ENSG00000230411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230415	4.0	8.0	6.0	2.0	20.0	0.0	5.0	5.0
ENSG00000230417	0.0	9.0	0.0	1.0	0.0	12.0	4.0	0.0
ENSG00000230423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230424	21.0	0.0	6.0	0.0	10.0	8.0	0.0	6.0
ENSG00000230425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230427	0.0	0.0	0.0	2.0	4.0	9.0	0.0	0.0
ENSG00000230428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230433	1.0	9.0	0.0	3.0	0.0	2.0	1.0	1.0
ENSG00000230435	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230438	23.0	0.0	41.0	38.0	112.0	149.0	93.0	5.0
ENSG00000230439	6.0	11.0	6.0	7.0	20.0	17.0	2.0	8.0
ENSG00000230442	76.0	85.0	44.0	54.0	72.0	88.0	31.0	42.0
ENSG00000230444	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230445	72.0	11.0	115.0	36.0	132.0	67.0	67.0	104.0
ENSG00000230447	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230448	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ENSG00000230449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230450	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230452	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
ENSG00000230453	0.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0
ENSG00000230454	10.0	8.0	11.0	0.0	20.0	3.0	3.0	7.0
ENSG00000230457	181.0	41.0	123.0	57.0	120.0	61.0	95.0	133.0
ENSG00000230459	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
ENSG00000230461	4.0	35.0	10.0	15.0	13.0	54.0	7.0	6.0
ENSG00000230470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230478	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230479	0.0	6.0	1.0	4.0	0.0	1.0	4.0	26.0
ENSG00000230480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ENSG00000230482	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ENSG00000230484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230487	407.0	187.0	397.0	76.0	293.0	361.0	272.0	291.0
ENSG00000230489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230490	72.0	21.0	38.0	30.0	32.0	18.0	23.0	21.0
ENSG00000230491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
ENSG00000230498	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0
ENSG00000230499	0.0	0.0	2.0	0.0	9.0	0.0	0.0	2.0
ENSG00000230500	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
ENSG00000230501	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000230502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230506	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0
ENSG00000230507	2.0	0.0	2.0	0.0	0.0	0.0	1.0	4.0
ENSG00000230508	0.0	8.0	2.0	3.0	6.0	18.0	7.0	10.0
ENSG00000230510	17.0	26.0	10.0	23.0	22.0	64.0	9.0	3.0
ENSG00000230513	31.0	36.0	47.0	39.0	13.0	83.0	15.0	24.0
ENSG00000230519	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ENSG00000230521	5.0	2.0	5.0	6.0	13.0	5.0	0.0	0.0
ENSG00000230523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230524	4.0	2.0	0.0	3.0	0.0	4.0	0.0	1.0
ENSG00000230525	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230528	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230530	4.0	1.0	2.0	3.0	0.0	12.0	4.0	6.0
ENSG00000230533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230534	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
ENSG00000230536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230537	2.0	8.0	5.0	4.0	1.0	22.0	6.0	2.0
ENSG00000230538	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0
ENSG00000230539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230542	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0
ENSG00000230547	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
ENSG00000230549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230550	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230551	90.0	85.0	58.0	76.0	143.0	165.0	97.0	90.0
ENSG00000230552	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230555	216.0	11.0	142.0	14.0	94.0	39.0	140.0	125.0
ENSG00000230558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230561	4.0	15.0	5.0	15.0	25.0	10.0	13.0	5.0
ENSG00000230562	110.0	37.0	127.0	53.0	114.0	106.0	39.0	76.0
ENSG00000230563	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0
ENSG00000230564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000230565	0.0	1.0	1.0	4.0	4.0	0.0	7.0	6.0
ENSG00000230568	25.0	1.0	2.0	15.0	4.0	1.0	1.0	15.0
ENSG00000230569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
